,acc,maj_baseline,C,mode,level,run,size
203,0.07159791370317686,0.07728781412991939,1.0,trained,3,1,1024
204,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,1024
205,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,1024
206,0.7349454717875771,0.07728781412991939,1.0,random,1,2,1024
207,0.8150782361308677,0.07728781412991939,1.0,trained,1,2,1024
208,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,1024
209,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,1024
210,0.7155049786628734,0.07728781412991939,1.0,random,2,2,1024
211,0.43243243243243246,0.07728781412991939,1.0,trained,2,2,1024
212,0.7965860597439545,0.07728781412991939,1.0,random,mfcc,2,1024
213,0.7965860597439545,0.07728781412991939,1.0,trained,mfcc,2,1024
214,0.6486486486486487,0.07728781412991939,1.0,random,3,2,1024
215,0.07302038880986249,0.07728781412991939,1.0,trained,3,2,1024
